modified,license,rightsHolder,bibliographicCitation,references,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,informationWithheld,occurrenceID,catalogNumber,occurrenceRemarks,recordedBy,individualCount,sex,lifeStage,preparations,otherCatalogNumbers,samplingProtocol,samplingEffort,eventDate,eventTime,year,month,day,verbatimEventDate,habitat,country,stateProvince,county,municipality,locality,locationRemarks,verbatimCoordinates,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceRemarks,identifiedBy,dateIdentified,scientificName,genus,specificEpithet,scientificNameAuthorship
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:63fd348c-71ab- 4f65- b439- 537e7de0a48c,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:10,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:dc5f1626-9564- 464f- 8d84- 36736ef87441,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:10,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:27f6a9e5-b1c9- 4985- a0f2- a1c87a8f8af3,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:10,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:8339c4d9-138d- 4807- 8ac5- 1890d00cc5ff,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:10,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:5e340486-51bf- 4e98- 927d- 79f8b17acc1f,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:12,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:07c888e8-34f8- 4cab- 9dfb- 7eac77f0590f,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:12,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:fb712422-e15e- 4dad- 8504- 17a88cfc0014,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:13,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:59b57efa-a307- 4d8c- a98e- 9a95a8bbaa5d,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:14,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:40f15a77-3ed7- 4db4- a2c5- 36b04b00a538,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:14,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:a47ebf0a-f69e- 48b2- 8b70- e78426003218,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:15,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:6e4b754b-df10- 4edf- af47- cf1665fa35f0,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:16,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:c8868af2-6686- 46c4- 9b1a- 6078d6be986a,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:17,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:971dac68-65d8- 4692- b7ed- 532a0a9065f0,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:17,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:dcdd95de-0cc1- 427d- 97cf- 3635bc0421e8,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:18,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:f27d1525-a599- 4bb9- 93bc- 27f6548340fc,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:19,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:08d65da0-e84a- 4488- 8feb- e578bad6fe87,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:25,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:b0bd4308-f8df- 4dde- b3d1- b0804d84665b,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:30,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:403c801e-6fa8- 43d5- 9bc9- 5794364a5c9b,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:31,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:57e17183-33b5- 4d3d- 9cb8- 874d04afbb24,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:32,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:91d32817-8513- 43ee- 9666- 5d40daf14d57,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:33,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:16e4d146-ef87- 4bd4- b2fe- ec8095b29e87,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:33,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:81ae229c-8539- 4682- b347- b957ff636247,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:34,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:742295aa-e3f9- 4d69- 88ef- 711c0e48a025,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:35,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:915f4310-dcaf- 4044- bea6- cfd3282544f6,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:35,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:2ea72266-0f7f- 4c44- b113- ec5736f50117,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:35,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:e2e336ab-0598- 4331- 8462- 831923fb6515,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:35,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:eb93ee1d-4c78- 4a34- a6db- a36a2713d08b,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:35,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:a5180d2d-c268- 4e2c- 8c6c- 768d5ea18935,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:35,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:e1e44638-9883- 44df- 95d4- bac31832dba3,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:35,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:aa9e6945-cf5f- 464d- b846- 10bfa34dff4e,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:36,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:00204e2e-b66c- 45bb- ae91- dba7e74e50bc,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:36,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:4ce986e0-2fd5- 4fb8- aa7b- fe1d7ebade52,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:36,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:22441d82-a400- 4030- 8fcb- 1670f91de386,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:36,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:bbb98d3f-1ee6- 4396- b8e9- 15e04962f4a4,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:36,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:18762af4-2e88- 4c04- b26d- 2a28a08c03a5,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:37,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:72687ffe-ee3b- 4536- 8a8e- 11f8cae603ea,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:37,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:cead3e2e-a96c- 4136- 9910- adad4b8e2542,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:37,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:44e9f141-77ae- 4874- 9cca- cff638b94ff7,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:37,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:0ccb4878-ef0f- 43f0- bdfe- 74a140021291,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:37,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:60ab30b9-ac61- 4836- 8836- a9a0935b2fe5,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:38,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:99ba4959-aa1b- 480b- 9e05- 145c753d09cd,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:39,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:6618d9f9-a7d2- 48a7- b570- 4667522eb577,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:39,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:cd0712c9-590e- 49e6- 8867- 6aa405e678ac,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:39,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:18bda6d3-6909- 4af0- 9e1a- f7f478a5f276,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:39,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,https://creativecommons.org/licenses/by-nc/4.0/legalcode,Michigan Natural Features Inventory,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),Michigan Natural Features Inventory BIOTICS database (2017),MNFI,MNFI,MNFI,HumanObservation,location redacted by agency,urn:uuid:9df632f5-afef- 4abe- a9de- 1eed739f466c,,,,1,,adult,,,Pollard Walks,,7/10/2011,16:39,2011,7,10,7/10/2011,prairie fen,United States,Michigan,Oakland,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
